city,state,country,shape,duration (seconds),duration (hours/min),date posted,latitude,longitude,date,time
curlew,wa,United States,sphere,60.0,1 minute,11/4/2002,48.8855556,-118.5983333,10/20/2002,18:00
truckee,ca,United States,chevron,25.0,25 seconds,10/28/2002,39.3280556,-120.1822222,10/20/2002,19:15
altoona,pa,United States,light,300.0,5 min or less,10/28/2002,40.5186111,-78.395,10/20/2002,19:30
temecula,ca,United States,circle,180.0,3 minutes,10/28/2002,33.4936111,-117.1475,10/20/2002,21:30
toronto (canada),on,Canada,light,2.0,seconds,10/28/2002,43.666667,-79.416667,10/20/2002,23:30
albany (maybe new york),ny,United States,cigar,2.0,seconds,10/28/2002,42.6525,-73.7566667,10/20/2002,24:00
raton/pueblo (between&#44 enroute),co,United States,light,37800.0,1 1/2hrs,10/28/2002,37.939968,-104.819887,10/20/2002,24:00
mercersburg,pa,United States,,3600.0,1hr and still going,10/31/2003,39.8277778,-77.9036111,10/20/2003,01:30
sydney (nsw&#44 australia),,Australia,unknown,300.0,4 or 5 minutes,10/31/2003,-33.861481,151.205475,10/20/2003,07:35
atlanta,ga,United States,fireball,2.0,2 seconds,10/31/2003,33.7488889,-84.3880556,10/20/2003,09:45
austin,tx,United States,teardrop,300.0,3 to 5 minutes,10/31/2003,30.2669444,-97.7427778,10/20/2003,13:00
oklahoma,ok,United States,cylinder,45.0,45 seconds,10/31/2003,35.46756,-97.516428,10/20/2003,13:30
memphis,tn,United States,circle,900.0,15 minutes,10/31/2003,35.1494444,-90.0488889,10/20/2003,16:05
chicago,il,United States,disk,60.0,1 min,10/31/2003,41.85,-87.65,10/20/2003,16:45
ft. campbell,ky,United States,fireball,1.0,less than 1 second,10/31/2003,36.663447,-87.47739,10/20/2003,19:30
sebastopol,ca,United States,sphere,5400.0,1.5 hrs,12/19/2003,38.4022222,-122.8227778,10/20/2003,20:00
swannanoa,nc,United States,fireball,4.0,aprox. 4 seconds,10/31/2003,35.5977778,-82.4,10/20/2003,20:00
jacksonville,fl,United States,fireball,4.0,3-4 seconds,10/31/2003,30.3319444,-81.6558333,10/20/2003,20:38
beckley,wv,United States,circle,10.0,10seconds?,10/31/2003,37.7780556,-81.1883333,10/20/2003,20:45
beckley,wv,United States,rectangle,5.0,3-5 seconds,10/31/2003,37.7780556,-81.1883333,10/20/2003,20:45
clayton,nc,United States,fireball,15.0,brief,10/31/2003,35.6505556,-78.4566667,10/20/2003,20:45
hampton,fl,United States,sphere,15.0,15 seconds,10/31/2003,29.8641667,-82.1311111,10/20/2003,20:45
jacksonville,fl,United States,fireball,5.0,5 seconds,10/31/2003,30.3319444,-81.6558333,10/20/2003,20:45
macon,ga,United States,fireball,20.0,20seconds,10/31/2003,32.8405556,-83.6325,10/20/2003,20:45
martinez,ga,United States,fireball,4.0,3-4 sec.,10/31/2003,33.5172222,-82.0758333,10/20/2003,20:45
shippensburg,pa,United States,circle,420.0,5-7 min,1/22/2004,40.0505556,-77.5205556,10/20/2003,20:45
vanceboro,nc,United States,fireball,15.0,10 to 15 seconds,10/31/2003,35.3083333,-77.1544444,10/20/2003,20:45
greensboro,nc,United States,fireball,15.0,15 seconds,10/31/2003,36.0725,-79.7922222,10/20/2003,20:50
indian trail,nc,United States,unknown,2.0,1-2seconds,10/31/2003,35.0766667,-80.6694444,10/20/2003,20:55
prophetstown,il,United States,other,900.0,15 min.,1/17/2004,41.6713889,-89.9361111,10/20/2003,21:15
pollock pines,ca,United States,light,40.0,40 seconds,10/31/2003,38.7613889,-120.5855556,10/20/2003,21:30
cullowhee,nc,United States,fireball,3.0,2 or 3 seconds,10/31/2003,35.3136111,-83.1766667,10/20/2003,21:50
swanley (uk/england),,United Kingdom,light,60.0,approx one minute,11/11/2003,51.396531,0.177326,10/20/2003,22:30
kannapolis,nc,United States,light,60.0,< 60 seconds,10/31/2003,35.4872222,-80.6219444,10/20/2003,23:30
harrodsburg,ky,United States,light,1800.0,20-30 minutes,5/24/2005,37.7622222,-84.8433333,10/20/2004,01:00
markham (canada),on,Canada,light,120.0,2 minutes,7/5/2005,43.866667,-79.266667,10/20/2004,01:00
mount morris,mi,United States,oval,2.0,seconds,10/27/2004,43.1186111,-83.695,10/20/2004,01:00
castleford (uk/england),,United Kingdom,light,15.0,15 seconds,10/27/2004,53.716667,-1.35,10/20/2004,06:30
flint,mi,United States,sphere,30.0,30 seconds,1/19/2005,43.0125,-83.6875,10/20/2004,12:30
vienna,va,United States,sphere,600.0,10 min.,1/27/2005,38.9011111,-77.2655556,10/20/2004,15:55
new rochelle,ny,United States,disk,35.0,35 seconds,5/15/2006,40.9113889,-73.7827778,10/20/2004,18:00
toronto (canada),on,Canada,triangle,30.0,30s,10/27/2004,43.666667,-79.416667,10/20/2004,20:00
salters,sc,United States,light,40.0,30-40 seconds,10/27/2004,33.5983333,-79.8516667,10/20/2004,20:15
charleston afb,sc,United States,triangle,300.0,5 minutes,10/27/2004,32.89402,-80.069094,10/20/2004,20:20
van buren,ar,United States,disk,120.0,2 minutes,10/27/2004,35.4366667,-94.3480556,10/20/2004,21:00
denver,co,United States,triangle,10.0,8 - 10 seconds,10/27/2004,39.7391667,-104.9841667,10/20/2004,21:30
phoenix,az,United States,light,4500.0,1 hr 15 min.,10/27/2004,33.4483333,-112.0733333,10/20/2004,21:50
timmins (canada),on,Canada,light,300.0,5 minutes,1/19/2005,48.466667,-81.333333,10/20/2004,23:45
pinckney,mi,United States,light,300.0,5 mins,10/20/2005,42.4566667,-83.9463889,10/20/2005,00:15
wellston,mi,United States,circle,2.0,2 seconds,4/27/2007,44.2169444,-85.9577778,10/20/2005,01:00
chateauguay (canada),qc,Canada,changing,20.0,20 seconds,11/3/2005,45.383333,-73.75,10/20/2005,01:34
rockport,wv,United States,fireball,30.0,30 seconds,11/3/2005,39.0741667,-81.5533333,10/20/2005,04:15
austin,tx,United States,triangle,30.0,30 seconds,11/3/2005,30.2669444,-97.7427778,10/20/2005,09:25
quincy,ma,United States,fireball,10.0,10 sec,11/3/2005,42.2527778,-71.0027778,10/20/2005,12:00
denver,co,United States,cigar,60.0,1 minute,11/3/2005,39.7391667,-104.9841667,10/20/2005,14:10
lancaster,ca,United States,sphere,3600.0,30-60 min,10/20/2005,34.6980556,-118.1358333,10/20/2005,16:00
nixa,mo,United States,disk,180.0,2-3 minutes,11/3/2005,37.0433333,-93.2941667,10/20/2005,19:00
surprise,az,United States,light,7200.0,2 hrs.,11/3/2005,33.6305556,-112.3325,10/20/2005,19:00
montville,oh,United States,cone,2400.0,40min.,11/3/2005,41.6072222,-81.0505556,10/20/2005,20:00
springfield,mo,United States,unknown,5.0,4-5 seconds,12/7/2006,37.2152778,-93.2980556,10/20/2005,20:00
gainesville,fl,United States,triangle,60.0,~1 min,10/20/2005,29.6513889,-82.325,10/20/2005,20:14
essex (uk/england),,United Kingdom,other,120.0,few mins,11/3/2005,51.833333,0.583333,10/20/2005,20:51
north myrtle beach,sc,United States,disk,15.0,15 seconds,11/3/2005,33.8158333,-78.6802778,10/20/2005,21:00
brandon,fl,United States,light,4.0,4 secs.,11/3/2005,27.9375,-82.2861111,10/20/2005,21:10
pueblo,co,United States,unknown,2700.0,45 minutes,3/4/2008,38.2544444,-104.6086111,10/20/2005,22:00
moline,il,United States,triangle,120.0,2 minutes,5/12/2009,41.5066667,-90.515,10/20/2005,22:30
geneva,il,United States,other,900.0,15 minutes,11/3/2005,41.8875,-88.3052778,10/20/2005,23:00
franklin falls,ny,United States,other,5.0,5 seconds,12/7/2006,44.4366667,-73.9708333,10/20/2006,00:30
victoria (canada),bc,Canada,sphere,7200.0,approx 2hrs,10/30/2006,46.216667,-63.483333,10/20/2006,01:30
foster city,ca,United States,light,30.0,30 seconds,12/12/2011,37.5586111,-122.27,10/20/2006,03:45
providence,ri,United States,egg,60.0,less then a minute,10/30/2006,41.8238889,-71.4133333,10/20/2006,06:30
birmingham,al,United States,sphere,120.0,2 minutes,12/14/2006,33.5205556,-86.8025,10/20/2006,11:30
north georgia,ga,Georgia,sphere,5.0,5 seconds,12/7/2006,32.165622,-82.900075,10/20/2006,13:00
prospect,or,United States,cigar,2.0,a few seconds,12/7/2006,42.7511111,-122.4877778,10/20/2006,14:01
east patchogue,ny,United States,sphere,180.0,3 min,10/30/2006,40.7669444,-72.9966667,10/20/2006,14:38
evanston,il,United States,cigar,30.0,30 sec.,6/12/2007,42.0411111,-87.69,10/20/2006,15:00
bellevue,wa,United States,chevron,120.0,1-2 minutes,10/30/2006,47.6105556,-122.1994444,10/20/2006,18:30
hanover,md,United States,light,240.0,3 to 4 minutes,10/30/2006,39.1927778,-76.7244444,10/20/2006,19:07
east patchogue,ny,United States,sphere,360.0,6 min,10/30/2006,40.7669444,-72.9966667,10/20/2006,19:51
nicholson,ga,United States,unknown,300.0,5 minutes,10/30/2006,34.1138889,-83.4316667,10/20/2006,21:34
winfield,ks,United States,unknown,900.0,15 min,10/30/2006,37.2397222,-96.9952778,10/20/2006,22:00
opal,wy,United States,,1500.0,25 min.,5/12/2009,41.7691667,-110.3252778,10/20/2007,01:00
peoria,il,United States,chevron,10.0,10 seconds,11/28/2007,40.6936111,-89.5888889,10/20/2007,02:30
fracisville,la,United States,unknown,300.0,5 minutes,11/28/2007,30.788072,-91.376848,10/20/2007,02:45
point mugu,ca,United States,sphere,10.0,8-10 sec,4/13/2010,34.085562,-119.060935,10/20/2007,04:00
rock creek lake,ca,United States,light,2400.0,40+ min,11/28/2007,37.452662,-118.736563,10/20/2007,06:00
buckhead,ga,United States,light,600.0,10 mins that pm,11/28/2007,33.5683333,-83.3625,10/20/2007,09:20
sacramento,ca,United States,cigar,15.0,15sec,6/12/2008,38.5816667,-121.4933333,10/20/2007,12:05
houston (near; in flight sighting),tx,United States,other,50.0,50 seconds,11/28/2007,29.7630556,-95.3630556,10/20/2007,14:00
hayward,ca,United States,light,180.0,3 minutes,11/28/2007,37.6688889,-122.0797222,10/20/2007,20:00
rock falls,wi,United States,light,900.0,15 minutes,11/28/2007,44.7186111,-91.6897222,10/20/2007,20:00
crown hill,wv,United States,triangle,420.0,5-7 minutes,3/4/2008,38.2,-81.4138889,10/20/2007,20:20
cincinnati,oh,United States,disk,300.0,5 minutes,11/28/2007,39.1619444,-84.4569444,10/20/2007,20:30
sioux lookout (canada),on,Canada,light,3.0,3 seconds,11/28/2007,50.1,-91.916667,10/20/2007,20:45
ellinwood,ks,United States,disk,600.0,10 minutes,1/10/2009,38.3555556,-98.5805556,10/20/2007,21:00
glencoe,mn,United States,light,2.0,1-2 seconds,11/28/2007,44.7691667,-94.1513889,10/20/2007,21:00
grand rapids,mi,United States,circle,60.0,1min,11/28/2007,42.9633333,-85.6680556,10/20/2007,21:00
pittsfield,il,United States,triangle,120.0,1 to 2 minutes,11/28/2007,39.6077778,-90.805,10/20/2007,21:55
columbia,mo,United States,triangle,120.0,2 min,6/12/2008,38.9516667,-92.3338889,10/20/2007,22:00
highland county - monterey,va,United States,light,90.0,90 seconds,11/28/2007,38.412343,-79.580604,10/20/2007,22:30
haslett,mi,United States,light,1200.0,20 min,11/28/2007,42.7469444,-84.4011111,10/20/2007,23:00
las vegas,nv,United States,sphere,10.0,less the 10 seconds,3/4/2008,36.175,-115.1363889,10/20/2007,23:30
monroe,la,United States,formation,3600.0,1 hour,10/31/2008,32.5091667,-92.1191667,10/20/2008,01:00
indian ocean,,Fuck,unknown,300.0,5 minuts,8/27/2009,-33.137551,81.826172,10/20/2008,02:00
gary,in,United States,unknown,15.0,15 seconds,10/31/2008,41.5933333,-87.3463889,10/20/2008,03:57
harrisburg,pa,United States,formation,600.0,10 minutes,10/31/2008,40.2736111,-76.8847222,10/20/2008,05:00
west monroe,la,United States,light,120.0,2 min,1/10/2009,32.5091667,-92.1191667,10/20/2008,07:30
jacksonville,nc,United States,unknown,300.0,almost 5 minutes,10/31/2008,34.7538889,-77.4305556,10/20/2008,10:20
greenfield,oh,United States,unknown,900.0,15 minutes,10/31/2008,39.3519444,-83.3827778,10/20/2008,18:30
encino,ca,United States,other,600.0,10 minutes,10/31/2008,34.1591667,-118.5002778,10/20/2008,19:15
los angeles,ca,United States,formation,60.0,1:00,10/31/2008,34.0522222,-118.2427778,10/20/2008,19:15
reedville,va,United States,circle,600.0,half hour,1/10/2009,37.8419444,-76.2761111,10/20/2008,19:30
tampa,fl,United States,oval,15.0,15 seconds,10/31/2008,27.9472222,-82.4586111,10/20/2008,20:30
virginia beach,va,United States,triangle,15.0,15 seconds,1/10/2009,36.8527778,-75.9783333,10/20/2008,20:30
hayward,ca,United States,sphere,1.0,<1 sec.,1/10/2009,37.6688889,-122.0797222,10/20/2008,21:30
kiimberley (south africa),,South africa,unknown,10.0,10 seconds,12/12/2009,-28.741944,24.771944,10/20/2009,00:15
radcliff,ky,United States,other,900.0,15 minutes,12/12/2009,37.8402778,-85.9491667,10/20/2009,00:20
burnsville,nc,United States,changing,147.0,2:27,12/12/2009,35.9172222,-82.3011111,10/20/2009,01:55
cincinnati,oh,United States,circle,5.0,5 seconds,12/12/2009,39.1619444,-84.4569444,10/20/2009,05:30
duluth,ga,United States,sphere,1200.0,15-20 min,12/12/2009,34.0027778,-84.1447222,10/20/2009,09:00
falls village,ct,United States,cigar,60.0,1 minute,12/12/2009,41.9558333,-73.3636111,10/20/2009,12:59
falls village,ct,United States,triangle,10800.0,3 hours,12/12/2009,41.9558333,-73.3636111,10/20/2009,13:00
st. louis,mo,United States,light,8.0,6-8 seconds,12/12/2009,38.6272222,-90.1977778,10/20/2009,18:58
cincinnati,oh,United States,light,10.0,5-10 seconds,12/12/2009,39.1619444,-84.4569444,10/20/2009,20:30
fayetteville,ga,United States,light,10.0,10 seconds,12/12/2009,33.4486111,-84.455,10/20/2009,21:00
brookings,or,United States,formation,300.0,5 minutes,6/23/2010,42.0527778,-124.2827778,10/20/2009,22:40
ottumwa,ia,United States,light,300.0,5 mins,12/12/2009,41.0041667,-92.3736111,10/20/2009,23:00
roseburg,or,United States,rectangle,180.0,3 min,8/7/2011,43.2166667,-123.3405556,10/20/2010,00:10
pearland,tx,United States,sphere,7200.0,2 houra,11/21/2010,29.5633333,-95.2858333,10/20/2010,02:59
southfield,mi,United States,light,780.0,13 minutes,11/21/2010,42.4733333,-83.2219444,10/20/2010,04:20
golden valley,az,United States,unknown,45.0,45 sec.,11/21/2010,35.2233333,-114.2222222,10/20/2010,05:45
hazard,ky,United States,light,5.0,5 seconds,11/21/2010,37.2494444,-83.1933333,10/20/2010,15:30
mesa,az,United States,other,2.0,2 sec,11/21/2010,33.4222222,-111.8219444,10/20/2010,16:17
varberg (sweden),,Sweden,other,35.0,25-35 seconds,11/21/2010,57.107118,12.252091,10/20/2010,18:05
boise,id,United States,fireball,300.0,5 minutes,11/21/2010,43.6136111,-116.2025,10/20/2010,19:00
spokane,wa,United States,oval,120.0,120 seconds,11/21/2010,47.6588889,-117.425,10/20/2010,19:00
plymouth,pa,United States,light,20.0,20 seconds,11/21/2010,41.2402778,-75.945,10/20/2010,19:28
williamsport,pa,United States,light,5.0,5 seconds,11/21/2010,41.2411111,-77.0013889,10/20/2010,19:33
hillsborough,nc,United States,other,60.0,1 minute,1/31/2011,36.0752778,-79.1,10/20/2010,20:00
wilmington,de,United States,disk,30.0,20-30 seconds,11/21/2010,39.7458333,-75.5469444,10/20/2010,20:30
billings,mt,United States,light,900.0,15 mins,11/21/2010,45.7833333,-108.5,10/20/2010,21:00
dale,in,United States,triangle,600.0,approx  10 minutes maybe,11/21/2010,38.1688889,-86.99,10/20/2010,21:00
brandon,ms,United States,triangle,90.0,approx. 1.5 min,11/21/2010,32.2730556,-89.9858333,10/20/2010,22:20
daniels park,co,United States,disk,900.0,15 minutes,11/21/2010,39.487938,-104.932108,10/20/2010,23:30
katy,tx,United States,disk,900.0,hours,10/25/2011,29.7855556,-95.8241667,10/20/2011,00:00
seguin,tx,United States,other,1.0,1 second,10/25/2011,29.5686111,-97.9644444,10/20/2011,00:02
boston,ma,United States,light,1200.0,twenty minutes,10/25/2011,42.3583333,-71.0602778,10/20/2011,00:30
jamaica,ny,United States,flash,10.0,10 second,10/25/2011,40.6913889,-73.8061111,10/20/2011,01:00
allentown,pa,United States,rectangle,1200.0,20 minutes,2/28/2013,40.6083333,-75.4905556,10/20/2011,07:30
dania beach,fl,United States,oval,60.0,1 min,10/25/2011,26.0519444,-80.1441667,10/20/2011,09:30
mays landing,nj,United States,other,20.0,20 seconds,10/25/2011,39.4522222,-74.7280556,10/20/2011,15:00
cali,,Fuck,triangle,1500.0,25 minutes,1/12/2012,3.420556,-76.522222,10/20/2011,18:30
mansfield,ma,United States,flash,1.0,1 second,12/12/2011,42.0333333,-71.2194444,10/20/2011,19:00
nacogdoches,tx,United States,light,120.0,2 min,10/25/2011,31.6033333,-94.6552778,10/20/2011,20:00
st. augustine,fl,United States,circle,300.0,5 minutes,10/25/2011,29.8944444,-81.3147222,10/20/2011,20:00
virgnia beach,va,United States,triangle,300.0,3-5 minutes,10/30/2012,36.852926,-75.977985,10/20/2011,20:00
penn valley,ca,United States,triangle,9000.0,2.5 hours,1/12/2012,39.1961111,-121.19,10/20/2011,20:30
clermont,fl,United States,light,3600.0,1hr,10/25/2011,28.5491667,-81.7730556,10/20/2011,20:32
foxboro,ma,United States,light,7.0,7 secs,10/25/2011,42.0583333,-71.25,10/20/2011,21:00
st. petersburg causeway,fl,United States,other,4.0,4 sec,12/12/2011,27.770306,-82.74718,10/20/2011,21:00
muscatine,ia,United States,light,180.0,3 min.,10/25/2011,41.4244444,-91.0430556,10/20/2011,21:15
orange beach,al,United States,circle,240.0,3-4 mins.,10/25/2011,30.2941667,-87.5736111,10/20/2011,21:15
sunrise,fl,United States,disk,3600.0,1 hour,12/12/2011,26.1336111,-80.1133333,10/20/2011,21:15
cove city,nc,United States,oval,30.0,30 seconds,12/12/2011,35.1872222,-77.3211111,10/20/2011,21:30
trumbull,ct,United States,fireball,3.0,2-3 seconds,10/25/2011,41.2427778,-73.2011111,10/20/2011,21:30
williams lake (canada),bc,Canada,triangle,1800.0,30 min,10/25/2011,52.116667,-122.15,10/20/2011,22:40
plano,tx,United States,triangle,30.0,:30,10/25/2011,33.0197222,-96.6986111,10/20/2011,23:00
apple valley,ca,United States,circle,7200.0,>2 hours,10/30/2012,34.5008333,-117.185,10/20/2012,00:00
virginia beach,va,United States,,90.0,90 seconds,10/30/2012,36.8527778,-75.9783333,10/20/2012,00:30
hermiston,or,United States,cylinder,600.0,5-10 minutes,11/19/2012,45.8405556,-119.2883333,10/20/2012,06:00
hermiston,or,United States,fireball,600.0,5-10 minutes,12/20/2012,45.8405556,-119.2883333,10/20/2012,06:00
princeton,mn,United States,circle,1860.0,31 minutes,10/30/2012,45.57,-93.5813889,10/20/2012,06:05
brecksville (near),oh,United States,light,120.0,2 minutes,10/30/2012,41.3197222,-81.6269444,10/20/2012,11:30
new york city (brooklyn),ny,United States,sphere,10.0,10 seconds,10/30/2012,40.7141667,-74.0063889,10/20/2012,17:30
berlin (germany),,De,unknown,1500.0,25 minutes,10/30/2012,52.516667,13.4,10/20/2012,18:00
cranberry twp.,pa,United States,light,600.0,10 minutes,10/30/2012,40.684963,-80.107138,10/20/2012,18:00
ft. meade,md,United States,formation,900.0,15 minutes,10/30/2012,39.11376,-76.726777,10/20/2012,18:30
hampton,nh,United States,fireball,180.0,3 minutes,10/30/2012,42.9375,-70.8394444,10/20/2012,18:40
jackson,wi,United States,light,300.0,~5 minutes,10/30/2012,43.3238889,-88.1666667,10/20/2012,19:00
severn,md,United States,circle,300.0,5 minutes,10/30/2012,39.1369444,-76.6986111,10/20/2012,19:00
delhi,ny,United States,light,600.0,10 minutes,10/30/2012,42.2780556,-74.9163889,10/20/2012,19:15
el paso,tx,United States,fireball,120.0,2 minutes,10/30/2012,31.7586111,-106.4863889,10/20/2012,19:20
ottawa (canada),on,Canada,oval,900.0,15 minutes,10/30/2012,45.416667,-75.7,10/20/2012,19:20
bunn,nc,United States,fireball,300.0,5 minutes,10/30/2012,35.9608333,-78.2538889,10/20/2012,19:30
eau claire,wi,United States,fireball,300.0,5 minutes,10/30/2012,44.8113889,-91.4983333,10/20/2012,19:45
kingsport,tn,United States,light,300.0,5 minutes,10/30/2012,36.5483333,-82.5619444,10/20/2012,20:00
sierra vista,az,United States,triangle,10.0,5-10 seconds,10/30/2012,31.5544444,-110.3030556,10/20/2012,20:07
gilbert,az,United States,light,600.0,5-10 minutes,10/30/2012,33.3527778,-111.7883333,10/20/2012,20:30
jackson,wi,United States,fireball,600.0,10 minutes,10/30/2012,43.3238889,-88.1666667,10/20/2012,20:30
gilbert,az,United States,light,240.0,2-4 minutes,10/30/2012,33.3527778,-111.7883333,10/20/2012,21:15
bethany beach,de,United States,sphere,900.0,15 minutes,11/19/2012,38.5394444,-75.0555556,10/20/2012,22:15
south jordan,ut,United States,circle,120.0,2 minutes,10/30/2012,40.5622222,-111.9288889,10/20/2012,22:20
cumberland,md,United States,light,1800.0,30 minutes,10/30/2012,39.6527778,-78.7627778,10/20/2012,22:30
glendale,az,United States,light,300.0,5 minutes,10/30/2012,33.5386111,-112.1852778,10/20/2012,22:30
scottsdale,az,United States,unknown,600.0,10 minutes,10/30/2012,33.5091667,-111.8983333,10/20/2012,22:35
