city,state,country,shape,duration (seconds),duration (hours/min),date posted,latitude,longitude,date,time,lat_bin,long_bin
costa mesa,ca,United States,triangle,5.0,5 seconds,12/2/2000,33.6411111,-117.9177778,11/1/2000,18:30,"(33.631, 34.148]","(-118.34, -116.419]"
mississauga (canada),on,Canada,circle,600.0,10 mins,12/2/2000,43.15,-79.5,11/1/2000,19:30,"(42.439, 43.174]","(-80.966, -79.417]"
union,nj,United States,light,360.0,5-6 min,12/2/2000,40.6975,-74.2636111,11/1/2000,20:00,"(40.655, 41.246]","(-74.629, -72.787]"
mitchell,sd,United States,other,60.0,1 minute +/-,8/5/2001,43.7094444,-98.0294444,11/1/2000,21:00,"(43.174, 44.712]","(-104.058, -96.949]"
denver,co,United States,fireball,4.0,4 seconds,1/22/2000,39.7391667,-104.9841667,1/11/2000,22:10,"(39.162, 39.927]","(-111.694, -104.058]"
san diego,ca,United States,oval,120.0,1.5-2.0,3/16/2000,32.7152778,-117.1563889,1/11/2000,22:40,"(30.421, 32.776]","(-118.34, -116.419]"
blythe,ca,United States,diamond,3600.0,1 hour,12/2/2000,33.6102778,-114.5955556,11/1/2000,22:56,"(32.776, 33.631]","(-116.419, -111.694]"
nekoosa,wi,United States,circle,1200.0,20minutes,1/11/2002,44.3125,-89.9041667,1/11/2001,01:00,"(43.174, 44.712]","(-90.198, -87.821]"
truman lake area,mo,United States,,300.0,5 minutes,10/11/2005,37.964253,-91.831833,11/1/2001,01:00,"(37.669, 38.582]","(-93.855, -90.198]"
warner,nh,United States,sphere,10.0,10 seconds,1/29/2002,43.2805556,-71.8172222,11/1/2001,02:00,"(43.174, 44.712]","(-72.787, -3.381]"
vancouver (canada),bc,Canada,other,10.0,half hour at least,11/20/2001,49.25,-123.133333,11/1/2001,04:00,"(48.88, 70.292]","(-169.543, -122.483]"
satellite beach,fl,United States,other,10.0,10 seconds,5/27/2003,28.1758333,-80.5902778,11/1/2001,04:30,"(27.9, 30.421]","(-80.966, -79.417]"
kilkenny (republic of ireland),,Ireland,sphere,300.0,5 mins,2/18/2001,52.654145,-7.244788,1/11/2001,09:06,"(48.88, 70.292]","(-72.787, -3.381]"
stuarts draft,va,United States,diamond,3.0,3 sec.,3/2/2004,38.030136,-79.033637,11/1/2001,09:50,"(37.669, 38.582]","(-79.417, -76.978]"
london (uk/england),,United Kingdom,oval,600.0,10 minutes,11/20/2001,51.514125,-0.093689,11/1/2001,13:00,"(48.88, 70.292]","(-3.381, 178.018]"
texarkana,tx,United States,oval,900.0,15 minutes,11/20/2001,33.425,-94.0475,11/1/2001,17:00,"(32.776, 33.631]","(-96.949, -93.855]"
norwich (uk/england),,United Kingdom,changing,360.0,6 minutes,1/29/2002,52.633333,1.3,1/11/2001,18:00,"(48.88, 70.292]","(-3.381, 178.018]"
new york city,ny,United States,light,2400.0,40 minutes,8/7/2007,40.7141667,-74.0063889,11/1/2001,19:00,"(40.655, 41.246]","(-74.629, -72.787]"
nottingham (uk/england),,United Kingdom,light,120.0,2 minutes,2/18/2001,52.966667,-1.166667,1/11/2001,20:45,"(48.88, 70.292]","(-3.381, 178.018]"
pueblo,co,United States,fireball,30.0,30 sec,2/18/2001,38.2544444,-104.6086111,1/11/2001,20:45,"(37.669, 38.582]","(-111.694, -104.058]"
castle rock,co,United States,fireball,4.0,3-4 seconds,2/18/2001,39.3722222,-104.8555556,1/11/2001,20:50,"(39.162, 39.927]","(-111.694, -104.058]"
rockford,il,United States,other,3.0,3 sec,2/18/2001,42.2711111,-89.0938889,1/11/2001,20:50,"(41.721, 42.439]","(-90.198, -87.821]"
gaithersburg,md,United States,cigar,180.0,three minutes,11/3/2005,39.1433333,-77.2016667,11/1/2001,21:00,"(38.582, 39.162]","(-79.417, -76.978]"
huntington,wv,United States,unknown,60.0,1 minute,11/20/2001,38.4191667,-82.4452778,11/1/2001,21:00,"(37.669, 38.582]","(-82.495, -80.966]"
huntington,wv,United States,unknown,60.0,about i mine,11/20/2001,38.4191667,-82.4452778,11/1/2001,21:00,"(37.669, 38.582]","(-82.495, -80.966]"
jewett,ny,United States,triangle,15.0,15s,6/12/2007,42.2702778,-74.3033333,11/1/2001,21:00,"(41.721, 42.439]","(-74.629, -72.787]"
loves park,il,United States,light,900.0,15 min,5/24/2005,42.32,-89.0580556,1/11/2001,21:00,"(41.721, 42.439]","(-90.198, -87.821]"
rockford,il,United States,circle,2100.0,35 minutes,2/18/2001,42.2711111,-89.0938889,1/11/2001,21:00,"(41.721, 42.439]","(-90.198, -87.821]"
rockford,il,United States,formation,20.0,0:20,2/18/2001,42.2711111,-89.0938889,1/11/2001,21:00,"(41.721, 42.439]","(-90.198, -87.821]"
rockford,il,United States,light,2100.0,35mins,2/18/2001,42.2711111,-89.0938889,1/11/2001,21:00,"(41.721, 42.439]","(-90.198, -87.821]"
rockford,il,United States,light,2100.0,half hour,12/12/2009,42.2711111,-89.0938889,1/11/2001,21:00,"(41.721, 42.439]","(-90.198, -87.821]"
rockford,il,United States,sphere,1200.0,20 minutes,2/18/2001,42.2711111,-89.0938889,1/11/2001,21:00,"(41.721, 42.439]","(-90.198, -87.821]"
rockford,il,United States,light,1500.0,25 minutes,2/18/2001,42.2711111,-89.0938889,1/11/2001,21:03,"(41.721, 42.439]","(-90.198, -87.821]"
rockford,il,United States,light,600.0,8-10 minutes,2/18/2001,42.2711111,-89.0938889,1/11/2001,21:10,"(41.721, 42.439]","(-90.198, -87.821]"
rockford,il,United States,circle,1200.0,20 minutes,2/18/2001,42.2711111,-89.0938889,1/11/2001,21:15,"(41.721, 42.439]","(-90.198, -87.821]"
rockford,il,United States,circle,1305.0,21:45,2/18/2001,42.2711111,-89.0938889,1/11/2001,21:15,"(41.721, 42.439]","(-90.198, -87.821]"
rockford,il,United States,circle,1800.0,30 minutes,2/18/2001,42.2711111,-89.0938889,1/11/2001,21:15,"(41.721, 42.439]","(-90.198, -87.821]"
rockford,il,United States,light,1200.0,15-20 minutes,2/18/2001,42.2711111,-89.0938889,1/11/2001,21:15,"(41.721, 42.439]","(-90.198, -87.821]"
rockford,il,United States,light,900.0,15 min. appr.,2/18/2001,42.2711111,-89.0938889,1/11/2001,21:15,"(41.721, 42.439]","(-90.198, -87.821]"
boulder,co,United States,fireball,5.0,5sec,2/18/2001,40.015,-105.27,1/11/2001,21:30,"(39.927, 40.655]","(-111.694, -104.058]"
rockford,il,United States,fireball,600.0,10 min,2/18/2001,42.2711111,-89.0938889,1/11/2001,21:30,"(41.721, 42.439]","(-90.198, -87.821]"
rockford,il,United States,light,1200.0,20 minutes,2/18/2001,42.2711111,-89.0938889,1/11/2001,21:30,"(41.721, 42.439]","(-90.198, -87.821]"
rockford,il,United States,light,900.0,15 mins,2/18/2001,42.2711111,-89.0938889,1/11/2001,21:40,"(41.721, 42.439]","(-90.198, -87.821]"
loveland,co,United States,circle,60.0,60 sec,2/18/2001,40.3977778,-105.0744444,1/11/2001,21:45,"(39.927, 40.655]","(-111.694, -104.058]"
brush,co,United States,disk,2.0,2 seconds,2/18/2001,40.2588889,-103.6233333,1/11/2001,21:50,"(39.927, 40.655]","(-104.058, -96.949]"
dubois,wy,United States,fireball,1.5,1.5 sec,2/18/2001,43.5336111,-109.6297222,1/11/2001,21:50,"(43.174, 44.712]","(-111.694, -104.058]"
las vegas,nm,United States,fireball,4.0,2-4 seconds,2/18/2001,35.5938889,-105.2233333,1/11/2001,21:50,"(35.227, 36.2]","(-111.694, -104.058]"
pueblo,co,United States,fireball,5.0,5 seconds,2/18/2001,38.2544444,-104.6086111,1/11/2001,21:50,"(37.669, 38.582]","(-111.694, -104.058]"
silesia,mt,United States,fireball,2.0,1-2 seconds,2/18/2001,45.5566667,-108.8408333,1/11/2001,21:50,"(44.712, 46.73]","(-111.694, -104.058]"
thornton,co,United States,fireball,5.0,5 seconds,2/18/2001,39.8680556,-104.9713889,1/11/2001,22:00,"(39.162, 39.927]","(-111.694, -104.058]"
overland park,ks,United States,sphere,4.0,aprox.4sec,12/5/2001,38.9822222,-94.6705556,11/1/2001,22:15,"(38.582, 39.162]","(-96.949, -93.855]"
beloit,ks,United States,fireball,2.0,1-2 seconds,2/18/2001,39.4561111,-98.1058333,1/11/2001,22:45,"(39.162, 39.927]","(-104.058, -96.949]"
nederland,co,United States,cylinder,4.0,3 to 4 seconds,2/18/2001,39.9613889,-105.5102778,1/11/2001,22:53,"(39.927, 40.655]","(-111.694, -104.058]"
fairfield,ca,United States,circle,180.0,3 min.,5/24/2005,38.2494444,-122.0388889,11/1/2001,23:00,"(37.669, 38.582]","(-122.483, -121.787]"
rockford,il,United States,light,600.0,10 minutes,2/18/2001,42.2711111,-89.0938889,1/11/2001,23:00,"(41.721, 42.439]","(-90.198, -87.821]"
fort collins,co,United States,light,2.0,seconds,2/18/2001,40.5852778,-105.0838889,1/11/2001,23:20,"(39.927, 40.655]","(-111.694, -104.058]"
rockford,il,United States,other,120.0,several minutes,2/18/2001,42.2711111,-89.0938889,1/11/2001,23:24,"(41.721, 42.439]","(-90.198, -87.821]"
tallahassee,fl,United States,triangle,300.0,5mins,9/28/2002,30.4380556,-84.2808333,11/1/2001,23:30,"(30.421, 32.776]","(-85.922, -83.971]"
nederland,co,United States,cylinder,4.0,3 to 4 seconds,8/5/2001,39.9613889,-105.5102778,1/11/2001,23:53,"(39.927, 40.655]","(-111.694, -104.058]"
austin,tx,United States,other,15.0,15 seconds,11/26/2003,30.2669444,-97.7427778,11/1/2002,01:00,"(27.9, 30.421]","(-104.058, -96.949]"
phoenix,az,United States,triangle,300.0,5 min to 10,3/9/2004,33.4483333,-112.0733333,11/1/2002,01:00,"(32.776, 33.631]","(-116.419, -111.694]"
reading,pa,United States,diamond,120.0,2 minutes,11/4/2002,40.3355556,-75.9272222,11/1/2002,02:27,"(39.927, 40.655]","(-76.978, -74.629]"
melbourne (vic&#44 australia),,Australia,triangle,600.0,10 min,4/22/2003,-37.813938,144.963425,11/1/2002,03:34,"(-46.165, 27.9]","(-3.381, 178.018]"
point mugu,ca,United States,changing,7200.0,2 hours,1/29/2002,34.085562,-119.060935,1/11/2002,04:30,"(33.631, 34.148]","(-121.787, -118.34]"
st. louis area,mo,United States,teardrop,20.0,20 seconds,1/29/2002,38.768258,-90.184259,1/11/2002,05:15,"(38.582, 39.162]","(-90.198, -87.821]"
traverse city,mi,United States,other,300.0,3-5 minutes,11/4/2002,44.7630556,-85.6205556,11/1/2002,07:20,"(44.712, 46.73]","(-85.922, -83.971]"
wyoming,pa,United States,unknown,1500.0,25 minutes,1/29/2002,41.3116667,-75.8377778,1/11/2002,10:00,"(41.246, 41.721]","(-76.978, -74.629]"
berkeley,mo,United States,other,10.0,less than 10sec,11/16/2002,38.7544444,-90.3311111,11/1/2002,10:03,"(38.582, 39.162]","(-93.855, -90.198]"
santa cruz,ca,United States,circle,900.0,15 minutes,11/4/2002,36.9741667,-122.0297222,11/1/2002,12:05,"(36.2, 37.669]","(-122.483, -121.787]"
oklahoma city,ok,United States,oval,5.0,5 sec.,1/29/2002,35.4675,-97.5161111,1/11/2002,16:00,"(35.227, 36.2]","(-104.058, -96.949]"
calgary (canada),ab,Canada,sphere,120.0,1-2 minutes,4/27/2004,51.083333,-114.083333,11/1/2002,16:45,"(48.88, 70.292]","(-116.419, -111.694]"
coralville (east of),ia,United States,light,900.0,15 minutes,11/9/2002,41.6763889,-91.5802778,11/1/2002,17:00,"(41.246, 41.721]","(-93.855, -90.198]"
coralville,ia,United States,light,600.0,10 minutes,11/9/2002,41.6763889,-91.5802778,11/1/2002,17:00,"(41.246, 41.721]","(-93.855, -90.198]"
pahrump,nv,United States,disk,600.0,10 minutes,4/27/2004,36.2083333,-115.9830556,11/1/2002,18:00,"(36.2, 37.669]","(-116.419, -111.694]"
daytona beach,fl,United States,light,3600.0,more than 1 hour,1/29/2002,29.2105556,-81.0230556,1/11/2002,18:45,"(27.9, 30.421]","(-82.495, -80.966]"
thornhill (canada),on,Canada,other,60.0,20 - 60 seconds,1/29/2002,43.8,-79.416667,1/11/2002,19:00,"(43.174, 44.712]","(-80.966, -79.417]"
wilmington,nc,United States,chevron,10.0,10 seconds,11/9/2002,34.2255556,-77.945,11/1/2002,19:00,"(34.148, 35.227]","(-79.417, -76.978]"
derry,nh,United States,sphere,5.0,5 seconds,11/4/2002,42.8805556,-71.3277778,11/1/2002,19:30,"(42.439, 43.174]","(-72.787, -3.381]"
leamington (canada),on,Canada,disk,300.0,5 minutes,1/29/2002,42.05,-82.583333,1/11/2002,20:00,"(41.721, 42.439]","(-83.971, -82.495]"
o&#39fallon,il,United States,triangle,300.0,5 minutes,5/27/2003,38.5922222,-89.9111111,11/1/2002,20:00,"(38.582, 39.162]","(-90.198, -87.821]"
santa barbara,ca,United States,diamond,1200.0,20 plus minutes,1/29/2002,34.4208333,-119.6972222,1/11/2002,20:00,"(34.148, 35.227]","(-121.787, -118.34]"
port  orchard,wa,United States,circle,1200.0,2   1/2  hours,11/4/2002,47.5405556,-122.635,11/1/2002,20:30,"(46.73, 48.88]","(-169.543, -122.483]"
scottsdale,az,United States,fireball,15.0,15 seconds,11/4/2002,33.5091667,-111.8983333,11/1/2002,20:30,"(32.776, 33.631]","(-116.419, -111.694]"
columbia,md,United States,triangle,60.0,1 minute,10/8/2007,39.2402778,-76.8397222,11/1/2002,21:00,"(39.162, 39.927]","(-76.978, -74.629]"
las vegas,nv,United States,changing,180.0,3 minutes,11/9/2002,36.175,-115.1363889,11/1/2002,21:00,"(35.227, 36.2]","(-116.419, -111.694]"
san antonio,tx,United States,rectangle,36.0,36 seconds,8/24/2010,29.4238889,-98.4933333,1/11/2002,21:40,"(27.9, 30.421]","(-104.058, -96.949]"
tucson,az,United States,formation,1.0,split second,11/4/2002,32.2216667,-110.9258333,11/1/2002,21:40,"(30.421, 32.776]","(-111.694, -104.058]"
williamsburg,va,United States,chevron,10.0,10 seconds,11/16/2002,37.2705556,-76.7077778,11/1/2002,21:45,"(36.2, 37.669]","(-76.978, -74.629]"
arroyo (puerto rico),pr,United States,triangle,30.0,30secounds,11/4/2002,17.9677778,-66.0616667,11/1/2002,23:30,"(-46.165, 27.9]","(-72.787, -3.381]"
woburn,ma,United States,diamond,3300.0,55 minutes,11/4/2002,42.4791667,-71.1527778,11/1/2002,23:30,"(42.439, 43.174]","(-72.787, -3.381]"
perth (western australia),,Australia,rectangle,90.0,90 seconds,11/9/2002,-31.95224,115.861397,11/1/2002,23:50,"(-46.165, 27.9]","(-3.381, 178.018]"
lousa (portugal),,Portugal,circle,7.0,7seconds,11/16/2002,40.114719,-8.244004,1/11/2002,24:00,"(39.927, 40.655]","(-72.787, -3.381]"
cheyenne,wy,United States,fireball,5.0,5 seconds,1/17/2004,41.14,-104.8197222,11/1/2003,00:00,"(40.655, 41.246]","(-111.694, -104.058]"
gold canyon,az,United States,circle,120.0,several minutes,1/31/2011,33.359341,-111.45003,11/1/2003,01:00,"(32.776, 33.631]","(-111.694, -104.058]"
norman,ok,United States,flash,60.0,1 min or less,3/21/2003,35.2225,-97.4391667,1/11/2003,01:27,"(34.148, 35.227]","(-104.058, -96.949]"
lemoore,ca,United States,circle,300.0,5 minutes,12/9/2003,36.3008333,-119.7819444,11/1/2003,02:00,"(36.2, 37.669]","(-121.787, -118.34]"
grand junction,co,United States,,600.0,10 minutes,11/8/2003,39.0638889,-108.55,11/1/2003,09:15,"(38.582, 39.162]","(-111.694, -104.058]"
grand rapids,mi,United States,oval,15.0,15 seconds,11/8/2003,42.9633333,-85.6680556,11/1/2003,11:04,"(42.439, 43.174]","(-85.922, -83.971]"
palm coast,fl,United States,cylinder,30.0,30 seconds,12/9/2003,29.5847222,-81.2080556,11/1/2003,12:00,"(27.9, 30.421]","(-82.495, -80.966]"
winter springs,fl,United States,other,300.0,5 minutes,3/21/2003,28.6986111,-81.3083333,1/11/2003,12:10,"(27.9, 30.421]","(-82.495, -80.966]"
oshawa (canada),on,Canada,sphere,20.0,20 seconds,12/12/2011,43.9,-78.866667,11/1/2003,16:00,"(43.174, 44.712]","(-79.417, -76.978]"
portland,or,United States,sphere,60.0,1 minute,11/26/2003,45.5236111,-122.675,11/1/2003,16:48,"(44.712, 46.73]","(-169.543, -122.483]"
hanover park,il,United States,sphere,300.0,5min,11/8/2003,41.9994444,-88.145,11/1/2003,18:00,"(41.721, 42.439]","(-90.198, -87.821]"
ewa beach,hi,United States,sphere,15.0,15 seconds,11/26/2003,21.3155556,-158.0072222,11/1/2003,19:30,"(-46.165, 27.9]","(-169.543, -122.483]"
wind creek state park,al,United States,light,1800.0,30 min,11/26/2003,32.856793,-85.946615,11/1/2003,20:11,"(32.776, 33.631]","(-87.821, -85.922]"
hayward,ca,United States,light,30.0,30 seconds,11/8/2003,37.6688889,-122.0797222,11/1/2003,21:00,"(36.2, 37.669]","(-122.483, -121.787]"
miami,fl,United States,formation,60.0,60 seconds,11/8/2003,25.7738889,-80.1938889,11/1/2003,21:00,"(-46.165, 27.9]","(-80.966, -79.417]"
pemberton (western australia),,Australia,unknown,0.5,approx.1/2sec.,3/21/2003,-34.443111,116.036888,1/11/2003,21:00,"(-46.165, 27.9]","(-3.381, 178.018]"
philadelphia,pa,United States,circle,600.0,10 min,8/5/2009,39.9522222,-75.1641667,11/1/2003,23:00,"(39.927, 40.655]","(-76.978, -74.629]"
san francisco,ca,United States,oval,3600.0,1 hour,11/8/2003,37.775,-122.4183333,11/1/2003,23:20,"(37.669, 38.582]","(-122.483, -121.787]"
fairfield,ca,United States,diamond,40.0,40 seconds,11/8/2003,38.2494444,-122.0388889,11/1/2003,23:56,"(37.669, 38.582]","(-122.483, -121.787]"
denman (australia),,Australia,egg,600.0,10 minutes,11/2/2004,-32.387878,150.689346,11/1/2004,02:36,"(-46.165, 27.9]","(-3.381, 178.018]"
west river,md,United States,egg,120.0,two min.,1/17/2004,39.063658,-77.298777,1/11/2004,03:28,"(38.582, 39.162]","(-79.417, -76.978]"
stevens point,wi,United States,cigar,300.0,5 minutes,11/2/2004,44.5236111,-89.5744444,11/1/2004,04:06,"(43.174, 44.712]","(-90.198, -87.821]"
middleburg hts,oh,United States,triangle,2400.0,40 minutes,12/14/2004,41.36144,-81.812912,11/1/2004,04:54,"(41.246, 41.721]","(-82.495, -80.966]"
taylor mill,ky,United States,disk,180.0,3 min,12/12/2009,38.9975,-84.4963889,11/1/2004,05:30,"(38.582, 39.162]","(-85.922, -83.971]"
west river,md,United States,circle,60.0,1min,1/17/2004,39.063658,-77.298777,1/11/2004,09:38,"(38.582, 39.162]","(-79.417, -76.978]"
pigeon forge,tn,United States,light,30.0,:30,1/17/2004,35.7883333,-83.5544444,1/11/2004,11:00,"(35.227, 36.2]","(-83.971, -82.495]"
riverside,ca,United States,cylinder,30.0,30 seconds,11/2/2004,33.9533333,-117.3952778,11/1/2004,11:40,"(33.631, 34.148]","(-118.34, -116.419]"
seattle,wa,United States,oval,20.0,20 seconds,1/17/2004,47.6063889,-122.3308333,1/11/2004,16:00,"(46.73, 48.88]","(-122.483, -121.787]"
san diego,ca,United States,sphere,40.0,:40 seconds,11/9/2004,32.7152778,-117.1563889,11/1/2004,16:15,"(30.421, 32.776]","(-118.34, -116.419]"
carnesville,ga,United States,unknown,20.0,20 seconds,1/17/2004,34.3697222,-83.2352778,1/11/2004,17:10,"(34.148, 35.227]","(-83.971, -82.495]"
ciudad quesada (costa rica),,Costa rica,oval,2.0,seconds,12/7/2006,10.327078,-84.435671,11/1/2004,18:20,"(-46.165, 27.9]","(-85.922, -83.971]"
abingdon,va,United States,unknown,420.0,7 minutes,11/9/2004,36.7097222,-81.9775,11/1/2004,19:00,"(36.2, 37.669]","(-82.495, -80.966]"
agoura hills,ca,United States,light,60.0,1 minute,12/3/2004,34.1363889,-118.7736111,11/1/2004,19:00,"(33.631, 34.148]","(-121.787, -118.34]"
malibu,ca,United States,other,60.0,1min.,11/2/2004,34.005,-118.8091667,11/1/2004,19:00,"(33.631, 34.148]","(-121.787, -118.34]"
st. george island,ak,United States,light,900.0,15min,1/17/2004,56.6,-169.541667,1/11/2004,19:10,"(48.88, 70.292]","(-169.543, -122.483]"
fuquay varina,nc,United States,triangle,600.0,5 - 10min.,12/16/2005,35.584324,-78.800013,11/1/2004,20:30,"(35.227, 36.2]","(-79.417, -76.978]"
morgantown,wv,United States,unknown,5.0,approx. 5 sec.,11/9/2004,39.6294444,-79.9561111,11/1/2004,21:00,"(39.162, 39.927]","(-80.966, -79.417]"
oroville,wa,United States,triangle,600.0,10 minutes,8/24/2004,48.9391667,-119.4344444,1/11/2004,21:15,"(48.88, 70.292]","(-121.787, -118.34]"
stony point,ny,United States,light,300.0,3 to 5 mins,3/23/2004,41.2294444,-73.9875,1/11/2004,21:30,"(40.655, 41.246]","(-74.629, -72.787]"
interstate 10 (between br and laf),la,United States,sphere,300.0,5 minutes,5/15/2006,34.037243,-118.309087,11/1/2005,00:00,"(33.631, 34.148]","(-118.34, -116.419]"
glennallen,ak,United States,unknown,12600.0,3.5 hrs.,10/10/2011,62.1091667,-145.5463889,11/1/2005,00:30,"(48.88, 70.292]","(-169.543, -122.483]"
orlando,fl,United States,circle,4.0,four seconds,11/3/2005,28.5380556,-81.3794444,11/1/2005,00:50,"(27.9, 30.421]","(-82.495, -80.966]"
el paso,tx,United States,disk,120.0,2 min,1/19/2005,31.7586111,-106.4863889,1/11/2005,01:00,"(30.421, 32.776]","(-111.694, -104.058]"
muskego,wi,United States,flash,360.0,5-6 min,1/19/2005,42.9058333,-88.1388889,1/11/2005,03:35,"(42.439, 43.174]","(-90.198, -87.821]"
powers,mi,United States,fireball,10.0,10 seconds,11/3/2005,45.69,-87.5258333,11/1/2005,06:40,"(44.712, 46.73]","(-87.821, -85.922]"
danielson,ct,United States,oval,3.0,3seconds,2/1/2007,41.8025,-71.8863889,11/1/2005,08:00,"(41.721, 42.439]","(-72.787, -3.381]"
bel air,md,United States,other,120.0,2 min.,1/27/2005,39.5358333,-76.3486111,1/11/2005,13:50,"(39.162, 39.927]","(-76.978, -74.629]"
tucson,az,United States,light,60.0,1 minute,11/8/2005,32.2216667,-110.9258333,11/1/2005,16:56,"(30.421, 32.776]","(-111.694, -104.058]"
atlantic city,nj,United States,triangle,6.0,6 secs.,10/30/2006,39.3641667,-74.4233333,11/1/2005,17:00,"(39.162, 39.927]","(-74.629, -72.787]"
ventura,ca,United States,fireball,30.0,30 seconds,11/3/2005,34.2783333,-119.2922222,11/1/2005,17:05,"(34.148, 35.227]","(-121.787, -118.34]"
calgary (canada),ab,Canada,other,600.0,10 minutes,1/19/2005,51.083333,-114.083333,1/11/2005,17:08,"(48.88, 70.292]","(-116.419, -111.694]"
brentwood,nh,United States,other,15.0,15 seconds,11/3/2005,42.9786111,-71.0733333,11/1/2005,17:30,"(42.439, 43.174]","(-72.787, -3.381]"
irvine,ca,United States,light,5.0,5 sec,11/3/2005,33.6694444,-117.8222222,11/1/2005,17:40,"(33.631, 34.148]","(-118.34, -116.419]"
el paso (rural),il,United States,light,30.0,30 seconds,11/3/2005,40.7391667,-89.0163889,11/1/2005,18:00,"(40.655, 41.246]","(-90.198, -87.821]"
lincoln city,or,United States,light,10.0,10 seconds,1/19/2005,44.9583333,-124.0166667,1/11/2005,18:00,"(44.712, 46.73]","(-169.543, -122.483]"
tijuana (mexico),,Mexico,light,180.0,3 minutes,12/16/2005,32.514947,-117.038247,11/1/2005,18:00,"(30.421, 32.776]","(-118.34, -116.419]"
dhaka (bangladesh),,Bangladesh,light,30.0,30 sec,11/3/2005,23.810332,90.412518,11/1/2005,19:00,"(-46.165, 27.9]","(-3.381, 178.018]"
st. charles,mo,United States,fireball,15.0,10 - 15 seconds,11/3/2005,38.7838889,-90.4811111,11/1/2005,19:35,"(38.582, 39.162]","(-93.855, -90.198]"
columbia,mo,United States,unknown,4.0,3 to 4 seconds,11/3/2005,38.9516667,-92.3338889,11/1/2005,19:40,"(38.582, 39.162]","(-93.855, -90.198]"
clarks summit,pa,United States,other,20.0,20 secs,11/8/2005,41.4886111,-75.7088889,11/1/2005,20:00,"(41.246, 41.721]","(-76.978, -74.629]"
modesto,ca,United States,chevron,30.0,30 seconds,1/19/2005,37.6391667,-120.9958333,1/11/2005,21:10,"(36.2, 37.669]","(-121.787, -118.34]"
arbuckle/college city (between),ca,United States,light,600.0,at least 10 min,1/19/2005,38.991261,-122.002379,1/11/2005,22:00,"(38.582, 39.162]","(-122.483, -121.787]"
leicester (uk/england),,United Kingdom,circle,10.0,10 seconds,11/3/2005,52.664913,-1.034894,11/1/2005,22:20,"(48.88, 70.292]","(-3.381, 178.018]"
jamestown,ri,United States,light,180.0,2-3 minutes,11/8/2005,41.4969444,-71.3677778,11/1/2005,23:00,"(41.246, 41.721]","(-72.787, -3.381]"
tinley park,il,United States,triangle,3600.0,20 to 60 mins,10/31/2008,41.5733333,-87.7844444,11/1/2005,23:00,"(41.246, 41.721]","(-87.821, -85.922]"
lake barryessa,ca,United States,sphere,15.0,15 seconds,11/19/2012,38.609741,-122.254045,11/1/2006,01:00,"(38.582, 39.162]","(-122.483, -121.787]"
eatonton,ga,United States,oval,10.0,10 seconds,12/7/2006,33.3266667,-83.3886111,11/1/2006,03:47,"(32.776, 33.631]","(-83.971, -82.495]"
north plainsfield,nj,United States,cone,60.0,1 min,2/14/2006,40.630103,-74.427374,1/11/2006,04:38,"(39.927, 40.655]","(-74.629, -72.787]"
peterborough (canada),on,Canada,changing,900.0,10 - 15 minutes,12/7/2006,44.3,-78.333333,11/1/2006,06:50,"(43.174, 44.712]","(-79.417, -76.978]"
sarasota,fl,United States,disk,2.0,a couple seconds,12/7/2006,27.3361111,-82.5308333,11/1/2006,10:20,"(-46.165, 27.9]","(-83.971, -82.495]"
seattle,wa,United States,other,600.0,10 minutes,12/7/2006,47.6063889,-122.3308333,11/1/2006,12:57,"(46.73, 48.88]","(-122.483, -121.787]"
arcata,ca,United States,light,600.0,10 minutes,12/7/2006,40.8666667,-124.0816667,11/1/2006,17:40,"(40.655, 41.246]","(-169.543, -122.483]"
renton,wa,United States,triangle,60.0,1 minute,12/7/2006,47.4830556,-122.2158333,11/1/2006,17:40,"(46.73, 48.88]","(-122.483, -121.787]"
wilmington,nc,United States,unknown,15.0,15 seconds,12/7/2006,34.2255556,-77.945,11/1/2006,19:30,"(34.148, 35.227]","(-79.417, -76.978]"
adrian,mi,United States,triangle,180.0,3 minutes,12/7/2006,41.8975,-84.0372222,11/1/2006,20:00,"(41.721, 42.439]","(-85.922, -83.971]"
galveston,tx,United States,cigar,2.0,2 seconds,2/1/2007,29.3011111,-94.7975,11/1/2006,20:00,"(27.9, 30.421]","(-96.949, -93.855]"
livonia,la,United States,circle,60.0,a minute or two,12/7/2006,30.5588889,-91.5558333,11/1/2006,20:50,"(30.421, 32.776]","(-93.855, -90.198]"
milton,wv,United States,light,60.0,< 1 min,3/8/2007,38.4344444,-82.1325,11/1/2006,22:00,"(37.669, 38.582]","(-82.495, -80.966]"
wichita falls,tx,United States,rectangle,120.0,2 min,12/14/2006,33.9136111,-98.4930556,11/1/2006,23:00,"(33.631, 34.148]","(-104.058, -96.949]"
branchland,wv,United States,triangle,300.0,5 minutes,2/14/2006,38.2208333,-82.2038889,1/11/2006,23:52,"(37.669, 38.582]","(-82.495, -80.966]"
plymouth,ma,United States,light,1800.0,30 min,11/28/2007,41.9583333,-70.6677778,11/1/2007,02:45,"(41.721, 42.439]","(-72.787, -3.381]"
smyrna,de,United States,light,5.0,5 sec.,11/21/2010,39.2997222,-75.605,11/1/2007,04:00,"(39.162, 39.927]","(-76.978, -74.629]"
rockford,il,United States,triangle,10.0,10 sec.,2/1/2007,42.2711111,-89.0938889,1/11/2007,06:45,"(41.721, 42.439]","(-90.198, -87.821]"
